TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
0.0026260139350824264,0.0026658324043060517,0.0027946824367564896,0.0018765979501282216,0.001876373737958881,0.0020939623960796166,0.0029226892416398605,0.0037858435086093436,0.004286283195114964,0.0033906392533857273,0.0035362207785306974,0.0026260139350824264,0.0045048702158257126,0.0031846386833923016,0.0015641927530022077,0.002888255727723352,0.002425072634390902,0.002388639096565065,0.0031689245253910077,0.002983317639347735,0.004977264292494676,0.0034489529313362533,0.004124198918678673,0.0035944649637332684,0.0025968646444047925,0.003994303215994544,0.00258408442984603,0.0035352894665959976,0.003768087894403925,0.0053148354635679206,0.002952776576039247,0.003230107291714859,0.004749495725453847
0.005064405967880635,0.0043633245686126995,0.0046411258139724436,0.003299138832925624,0.0035489964596596294,0.004352360466701035,0.0060268501495801255,0.00813463405977492,0.008375194751661066,0.008218370640656796,0.006940999130242666,0.005064405967880635,0.013047250659563546,0.005040808941781923,0.003096238267980295,0.005348595434852802,0.004365169680128325,0.004353507149579129,0.004603279836883779,0.007112482882861595,0.01121519864185028,0.007262052194132484,0.007419566064518884,0.0071290535761870414,0.005225394749549955,0.008457413540082453,0.0052063168529370854,0.006687230104873534,0.006524678949854639,0.009422486799303334,0.005675589400246135,0.006102715729528985,0.00871469215677706
0.003729776961494959,0.0032402154184595446,0.004130287239768904,0.003983114471832728,0.002897792231226774,0.003293898399492768,0.0038997265673753755,0.004267947017908815,0.004728186067308969,0.004381446916005894,0.004925455364109506,0.003729776961494959,0.0076563732158956045,0.00404236356813552,0.0018296370898299458,0.002822968374664249,0.003286775547028517,0.0033176677602342235,0.0026560591087816735,0.00494404875540858,0.002353853844987345,0.0025917452344760617,0.004824048849204924,0.003266163189698193,0.0037077285890029024,0.004460888489452397,0.0038262942496194987,0.004949822314516339,0.004868245624990168,0.006416045412239557,0.00387158152057493,0.0036506941786568978,0.005094495414954126
0.009093724858813528,0.009238959059071237,0.010205473316552863,0.007446664350354801,0.0075547680734142884,0.00847362214755954,0.009770373257355153,0.010619093862299802,0.01175496573069426,0.00976212195635394,0.009675281272810156,0.009093724858813528,0.014097751659586844,0.011861285336478324,0.006798222349586518,0.006283907731938644,0.008720604804081348,0.00884486753019292,0.006183572462045874,0.006693785689810207,0.01485110519315397,0.005377738651631032,0.013571171528515795,0.00723615694358188,0.008908285742784629,0.010804781832502554,0.008895050954729321,0.011474746070500733,0.012255223246695117,0.013152317148465218,0.008297596196252534,0.008895412658824124,0.012597088662620205
0.013299681458384255,0.01381995327137611,0.01425667338369626,0.011098387808407184,0.010641662555024427,0.011733448290165266,0.01375815569656406,0.016650810160651876,0.017585289000985112,0.016950389446354644,0.015326186967063886,0.013299681458384255,0.023361645558985844,0.017032763303670345,0.008871719202142293,0.016039399498280885,0.012239257479205528,0.012298346251372405,0.011032860913400798,0.015095458291029243,0.025160414883450218,0.017454362797556286,0.020863641582910177,0.018186354815001783,0.013284947189927851,0.017330310157005945,0.013086277497345113,0.017277806257656986,0.018522022936477332,0.023026346102453993,0.013625614811765743,0.014665864747668898,0.01996168203448617
0.08740023927729944,0.059595962103963326,0.04895334583125864,0.09725748246870893,0.1220981294191831,0.08948930131133746,0.08222197889875028,0.09235289188163325,0.09535670120379233,0.11033330994316189,0.06536044589745814,0.08740023927729944,0.059736654648502224,0.07342314874379043,0.18094486243507982,0.06216207585396922,0.11205778588298558,0.11478007201861243,0.05647774039002789,0.0874022710791894,0.08740379768328001,0.08740071481717827,0.08740105120089756,0.08740139325698071,0.08551544641174916,0.09951930607660665,0.09657316071408495,0.0634360636366006,0.06121891565822847,0.06653105043449414,0.07061357269164696,0.07515467082767295,0.08066092740516534
0.0020000138539379327,0.0020153063969218367,0.0020433542968141586,0.0015689694702817403,0.001512818003066919,0.0017502770222625164,0.002247338989838352,0.0026067109991570582,0.0031789060371268277,0.002245456459195846,0.001969119419639736,0.0020000138539379327,0.004177294635173287,0.002289500017869268,0.0006750919985065312,0.0029294151459562643,0.0017876538960322143,0.0017927046844774402,0.0016845335634973252,0.0023530704293647977,0.0031694334111005526,0.0016732252158462033,0.001687473521987428,0.0016361279117678492,0.0020518229014111714,0.0028350609949153315,0.0019795271594132634,0.0025110564683598195,0.0024596247356260914,0.00382889316881226,0.002548502400443546,0.0025445506659993356,0.0032797970481826567
0.00026846952578960025,0.00029877848430750846,0.0003244188101576982,0.00017789788918053296,0.0002257241650702841,0.0002096184499789641,0.00024272792496720874,0.00035196513869102496,0.00039474327713772696,0.0005164549856150446,0.000364822650606453,0.00026846952578960025,0.00041794125807378496,0.00031717951467066937,0.00017083960778532627,0.0001958620591773084,0.00030313407929886277,0.0003087912375176452,0.00018763368900341493,0.00037488485164460415,0.0006293774053152351,0.00018020699487618822,0.0004345745794596442,0.0001951378308853222,0.0002637139152283951,0.00039159835450926895,0.0002549094383061685,0.00028116881424264275,0.0002931529481414818,0.0002787581669231549,0.00021526287271978863,0.00025655800103464377,0.00036339967294029434
0.06215539566351951,0.05349376330950554,0.0624651471707371,0.04523744230360426,0.0487850513339366,0.057828026949673796,0.07645317073880407,0.08373122482882368,0.08570470408227428,0.08555750473650972,0.07763129560283134,0.06215539566351951,0.0905280532479754,0.06114249401379507,0.08275663484549349,0.025085955767818302,0.06640310680307246,0.06704486785695613,0.053300476589570066,0.08722673333003014,0.1374811012162101,0.08907869252018168,0.09100466223269031,0.08744060922037955,0.06198632685405231,0.08430862616188066,0.06314516056705097,0.06825312144303204,0.07100927078323317,0.0736681810223283,0.05605025180505794,0.05732178682133049,0.07256493469155878
0.0004208628430457685,0.00037574911876899956,0.0004382074973025625,0.00036414477677026064,0.0004268117693511862,0.00033553766021367747,0.00039739997810088755,0.0004998496507460774,0.0005973548707128435,0.00072977334923865,0.0005457657360356406,0.0004208628430457685,0.0009862566512315498,0.0004785613451985275,0.00017956528667758756,0.0006493253048812941,0.00031617838457376565,0.0003132842317143305,0.00037526737800682987,0.0005311942335226945,0.0005401143500510047,0.00034682118835974813,0.0005977944225149599,0.0003918762741321938,0.0004306502660690339,0.0006232246152615599,0.0004229121900143964,0.0005626851795535706,0.0005729590953919693,0.00044693458167844674,0.0005050802037961869,0.0005299394775469691,0.0005818994762904713
0.02810300996592921,0.029943232087981574,0.02977551348153839,0.02285634649114075,0.022873382060455458,0.025226062017433146,0.029387690095398964,0.03420864532857474,0.03743598521634028,0.034922461581643395,0.03178963059084769,0.02810300996592921,0.043888067988876546,0.03593454040241592,0.020165503166273323,0.03193828925845631,0.02748960787455506,0.02718281911695509,0.03375321583294764,0.02809524080584035,0.027467217015739138,0.03765759714392137,0.034758650063738586,0.03174888623740297,0.028443302200907846,0.03621090543094149,0.02747451316149978,0.03231390812487509,0.03411156304861906,0.04327432568169042,0.027098970518437,0.030244403040002022,0.038830865052221455
